,0,1,2
121,6021.91378187294,639.9898449056258,-54.16952563922404
122,5889.500574911526,660.1697193496731,-50.33487540362777
123,5833.155349231508,686.2392287152043,-46.455149952880966
124,5934.668726684642,640.2991899219733,-40.66614191145141
125,5832.819395014242,643.9568056290996,-31.29449853675235
126,5783.063882512881,711.8851456153138,1.7100111725047493
127,5717.154469830766,705.4945568169334,-28.97639095298442
128,5507.61612026967,699.6943562460777,-35.55427410746377
129,5648.891142610303,679.970720623554,-18.672964886182292
130,5619.5752508673495,690.7509856296068,-24.894604939720665
131,5375.430825560277,704.2388248470002,-66.91893277853485
132,5474.707696790756,755.4896433290694,-75.89193607443885
133,5458.579174115537,685.134984442109,-37.72912904753482
134,5358.3630805301655,706.7681281553364,-51.945533187517505
135,5409.451727764731,745.0525146470775,-32.333516335574345
136,5361.119746718801,693.5817796666367,-67.44439611123978
137,5514.629146723555,659.1201162200183,-68.82542817973652
138,5251.496502456537,724.6408647494385,-16.8539754053188
139,4952.877521848602,732.5553119264405,1.124643888994545
140,5135.810354181313,739.7986388258695,-40.644884701306914
141,4936.954918045381,780.3343352536207,-45.88608988725703
142,5165.69197531459,756.4256858843722,-57.740895575465224
143,4976.080507220885,764.9103798453499,-39.70204364426047
144,5023.4831068467765,725.5825487310244,-54.2654310034332
145,4573.521891828058,764.3161368440907,-52.64966437846403
146,4518.334089138885,749.6019103693598,-47.933917242528224
147,4785.743738046904,732.0859134976045,-68.96946561810972
148,4755.8049868324815,777.6711074853681,-99.93036351749792
149,4772.80466352833,753.8130512405551,-77.52990277835087
150,4674.303493659394,831.8916388984555,-73.01730224349183
151,4575.43362433348,828.5411204487822,-10.611607232886124
152,4626.385578692763,813.6781716274753,21.162070803169705
153,4678.812531453749,828.4991739637803,-15.504937701919
154,4769.578473715803,801.0880787521838,20.773783587633133
155,4570.793453019259,830.6609142409651,-28.20961946209506
156,4464.4370433970125,806.4064218363163,-40.775458516691906
157,4692.021442175101,846.844177757108,-42.42049324592068
158,4570.832462853571,797.9567246540565,-33.70517631287867
159,4421.839866548909,812.0970184121544,-35.00017896587452
160,4269.316795121858,786.6196829353538,-28.193070874290484
161,4179.211155277134,790.4261942303347,-21.227616175082257
162,4215.385448730294,772.4756303786119,-53.59489024777886
163,3754.1841047640173,811.8989648717933,-39.17349152032715
164,4076.616912750456,803.7816108008109,-14.809186381081448
165,3891.947078964957,827.1492641751715,-27.404312006115074
166,3741.8542809822275,805.7637781783834,-22.717239542434303
167,3873.1097167633166,797.860795523139,-48.71475880707107
168,3845.675164266023,810.5336609726772,-100.17475938658437
169,3779.0784002247983,815.3326330215854,-87.61767817171129
170,3770.407419384272,794.9800547899546,-73.61329065198561
171,3661.9611446451613,785.7104851474745,-44.781541562655065
172,3456.857037476279,795.527155136261,-49.286260817347966
173,3371.5181242306776,826.685381668801,-21.979037545671957
174,3254.125401015207,774.4341909229422,-38.496475907018464
175,3290.7300985315255,822.2259125941182,-36.36769002493536
176,3467.1747726228987,795.4381046533651,-65.82711396503996
177,3150.420840402498,804.7417847938033,-62.14232938531162
178,3197.354490545292,793.6226970245295,-95.609198554827
179,3028.08300722933,779.7625207762126,-45.99530552777798
180,3235.1673417908405,814.2434476088476,-79.12216467016772
181,2928.838830961339,834.2254199068727,-40.280780657284424
182,2979.750787968458,790.9969465059144,-14.732907182384299
183,2970.912861281647,796.2159892320178,-13.006240546338525
184,2883.9049350922987,765.5837755213788,-46.49319584839495
185,2911.8022543251573,739.6604291882426,-24.080949224669588
186,2920.319501820163,779.4956913104489,-47.009583538983215
187,2857.11574035225,818.9658060807193,-48.18599173467383
188,2995.930802735557,750.001982637868,-21.611679583927092
189,3002.423065572986,704.1478451497768,-52.36653506222376
190,2823.314548093077,730.5089104428426,-19.532266244227788
191,3040.1224519218754,748.8855730321435,-30.676224526740768
192,2790.7505250823815,785.8010741547348,-34.983461519403576
193,2792.1163939099984,750.669754217998,-58.32121018064312
194,2914.4919270078876,774.986176511093,-94.05517101752216
195,2695.172836204747,780.7655684069914,-100.37757879624257
196,2546.779387511976,847.9787413788358,-113.73159136105411
197,2564.4558601080275,854.4768398331737,-70.70437050651462
198,2625.9999438468612,798.8092484823318,-97.19902652734909
199,2498.244613283391,869.5117439984715,-151.25710785563473
200,2349.5478968390107,895.7426404575286,-147.14610636913594
201,2172.8319327330123,893.9957577743471,-171.0503885898733
202,2016.9202560577464,846.2524920735927,-152.92370825938312
203,1963.5115265649508,853.5285346501385,-161.85438240704386
204,2287.6592043702126,862.4551083378902,-158.46150721787032
205,2223.4783667168394,865.9355420464203,-155.87184544425992
206,2181.401700303062,911.1738159238257,-157.27315278466781
207,2067.770236554779,886.6056888309702,-131.37536309297036
208,1956.1040974626721,917.2707499223768,-98.2326513239198
209,1778.6746398302394,910.9564817340182,-101.51444629253538
210,1798.9435698705552,866.5210075173094,-195.61188700876352
211,1800.2379804327597,844.7248044495577,-146.77897294454448
212,1797.6426015594027,883.2840667617437,-178.16422582141055
213,1640.567098848815,834.8446731305255,-172.13120757799874
214,1679.08158008341,864.8738883323368,-174.44945066327452
215,1662.8329915414622,867.8652374041237,-154.8196111654291
216,1661.8103766731524,862.7129546319002,-129.10371198092548
217,1763.3591796908881,805.1921230702269,-105.72539291031227
218,1780.4512505326625,799.7287562256989,-162.30393199827344
219,1799.3721531798476,829.0943393304744,-188.3285205837347
220,1664.4204812180653,861.0903500859038,-108.15896144438854
221,1689.6084340665261,842.0319198963336,-198.05399068463316
222,1713.4366343025845,829.9407041633308,-181.41856591401248
223,1770.8710038960423,799.6200948294833,-159.34427053157296
224,1595.0258477074083,782.7002140785766,-136.19790577637278
225,1558.9620993210149,811.9015546419671,-125.41599555438593
226,1569.3269666091826,847.1144669056845,-138.80243211559474
227,1466.80281048285,837.3396504188778,-119.00502836522047
228,1358.6220729276433,845.3804655151048,-93.8370254823758
229,1605.7818708596055,878.605991995065,-96.18597317344603
230,1442.4503665679292,876.5425395767854,-92.98890213468923
231,1282.9083331899938,819.8816833930695,-136.17607243596987
232,1271.0728561639146,824.5458529733528,-145.49592139347033
233,1053.5204918622578,842.1180040543811,-60.26501634364585
234,1538.5428817164486,787.1210811777096,-58.807961029215434
235,1554.3598229708641,755.1601883882295,-51.013879522568736
236,1376.218741602732,788.8839036278092,-84.87647816087872
237,1173.5031988579353,763.3418359272089,-69.58174774839696
238,1431.7395243964233,723.4334049900074,-134.4058013815817
239,1093.8817317800772,813.3783707678633,-117.37923166067942
240,1043.7686679638134,782.1386710097426,-179.2106242714121
241,1136.1796294398034,787.9706736706269,-155.81485513145486
242,949.6552271917016,776.9152251291596,-168.95221167926144
243,544.0771098480503,834.1944595165351,-104.27805343872687
244,693.4966825333112,827.9750367870005,-91.41788573546792
245,722.8090501279007,773.1999288408336,-66.54314547314897
246,843.4099101123393,763.4824456377236,-91.38323589308322
247,755.5481502122208,744.852808941864,-102.79906052763305
248,627.3692046740935,752.664234416684,-171.13388380814888
249,618.589073530717,771.7283327694793,-192.4074844388806
250,799.3979324040556,751.9019553359046,-106.12044744182913
251,900.0329099598465,776.8543610421482,-95.03564158179661
252,837.6527869612528,810.6603939336895,-172.812617970684
253,909.6045506972024,810.9884379023143,-163.54196638678678
254,1086.627924611199,772.9572434393583,-94.28462627144441
255,961.9584708875431,810.0616263086953,-57.91197618542635
256,978.1132013690369,770.470562951684,-90.92830108457187
257,807.9023644509732,793.1416126015313,-88.0274418169452
258,817.7827455112533,766.9563650491131,-138.15959977014032
259,730.6851366730007,800.0959345892176,-113.55880498517983
260,876.419463114021,820.2232666084773,-112.34908260540341
261,756.5575700452837,840.1879701616568,-125.96247952730225
262,633.9753963264931,843.7747463162062,-191.94584577470636
263,526.787624426133,839.3034440313494,-110.36951018753126
264,589.5280281966922,782.6028370606174,-83.37191201910447
265,520.9708822470093,837.5959344167322,-98.62187044025195
266,517.9374956464138,814.7190593357993,-145.10135352804662
267,653.6379896462721,815.8122022085886,-149.792971011477
268,694.1448926372542,726.6163810718336,-155.24386296361678
269,662.1201328740963,779.6130147635624,-121.05036238004418
270,451.16192659621953,753.7989313575255,-201.7184061172195
271,468.6067889959443,711.3867647383391,-179.75805361461815
272,304.76060140662094,713.0631286882424,-153.71952993897457
273,532.9065320958516,763.7556283834609,-203.33151863832103
274,744.569492762763,715.7779895467785,-206.94033679461162
275,646.2440214307726,723.4171989893241,-168.96076102273477
276,358.88096196809823,752.4748613887834,-197.50029202808528
277,339.8136236470025,736.6179798743229,-234.0399249667222
278,266.86585833641885,786.4267733656332,-127.38105758821425
279,61.44639249537151,748.8930273102518,-232.8420728204093
280,64.05858813543601,663.4783036433635,-173.53090481339555
281,109.69632799701405,720.1610750597033,-173.55946302678703
282,93.66185470452295,727.1147323249238,-121.61591455351271
283,59.13482719371595,761.4306509516767,-129.3046773855759
284,-24.237796631270623,715.0027186015966,-150.0618238441756
285,-117.1725731496358,712.1910873795945,-193.65880724174235
286,-113.6760999836756,717.4193303376993,-169.73417554742426
287,-128.58183011326952,708.3257403911356,-138.57470711490856
288,-60.97220867543732,721.8227489225535,-131.93098545178486
289,-105.14063548012756,741.7556519105046,-236.01573969615697
290,80.79826880746654,720.3518780693983,-190.03042155438263
291,204.89116359997143,714.7763429666585,-157.83849789303304
292,26.505816174805652,748.8589465347693,-171.13704513604884
293,30.572251159484793,762.3413147905025,-175.22777310551913
294,-25.829117368180334,757.5540649091431,-158.2313415775379
295,11.760606826985624,709.7103418963768,-129.9710283883759
296,40.148689466129426,726.0275584170174,-169.38230023487566
297,-114.97156920697928,798.0733110439436,-208.7675351300556
298,-41.98818186570091,820.5180363613795,-160.5449853021845
299,-26.535307366389834,751.7128933577632,-187.4545995554043
300,-37.58482934615847,748.8126693326403,-165.8031652482374
301,145.66725429827784,793.8890650558823,-209.80759698096358
302,141.4748682623187,725.6160508011678,-186.76785279074122
303,-22.54097205574477,749.9769995062411,-142.90198956073738
304,-31.882842325887584,707.5929325821644,-183.61002507150886
305,-130.31297754588766,689.8770859706196,-198.13183138394226
306,-311.0688477527469,636.0598938143381,-159.62893803007404
307,-434.42656482017264,703.4444807573029,-150.6339866114195
308,-778.7995426259758,654.0135574967927,-177.03786224632154
309,-729.0240439109822,653.1123760511349,-163.5097713414213
310,-719.2589475337429,647.0498424637793,-167.69485768243973
311,-596.7125032399034,682.5987696302335,-233.72466535626
312,-947.5037343289922,688.7574093637024,-205.93575276910798
313,-812.1363956068508,691.7709360583241,-188.5916855995744
314,-689.3564868190916,644.7934721342527,-206.60588233484015
315,-667.2771750405136,697.6048994490765,-181.65441165376438
316,-727.1371079159034,640.2525601624557,-235.8033904741343
317,-829.4970509285112,676.4866069966203,-229.54336177577383
318,-621.5603380813502,582.5707321256862,-168.48713303341148
319,-738.6527878024363,603.3028729035599,-151.9632363522833
320,-924.7998080792282,585.4467743120425,-181.453499316053
321,-1226.9644544050498,618.3888274733837,-179.2858000678438
322,-1245.2652042061727,609.7614171167437,-153.64318139858142
323,-1104.3268754400585,623.2781737037659,-236.01615178783615
324,-909.862891752218,584.4968694336648,-165.82713533201954
325,-894.7299134781557,602.1952826871716,-190.25784673771216
326,-786.940585575857,564.0030119171792,-190.44138415024676
327,-830.6056628998955,583.8374634332529,-192.30473986732738
328,-906.963462047061,648.5943130326148,-208.34829189797497
329,-985.0444719270807,692.7425498435628,-182.564202650197
330,-694.6926821916614,663.5397114760706,-149.2719431074955
331,-761.179512529162,674.2704338071537,-167.32881360988824
332,-906.4273698418303,589.7256397549961,-139.33947599931093
333,-739.6921463745147,621.5683574457304,-184.9763990274562
334,-739.8455003796306,609.974806376491,-205.18376695737862
335,-1021.9125297916701,663.9133693841537,-223.72793595604742
336,-980.8268115303943,666.9407393109237,-213.86217103630355
337,-974.3885230263586,676.5218345636265,-227.1602918331401
338,-783.333634597146,652.3276322099889,-260.11690047089223
339,-919.1294611726235,648.3364328223386,-205.6724060675206
340,-935.7164084334736,689.8040954984964,-224.089660535999
341,-992.6603939093651,665.83336045559,-255.1524324383738
342,-927.4528704909063,668.0521293165823,-224.7046218977529
343,-1138.4585962252852,656.707685506091,-167.1520042742286
344,-982.9379410157674,655.3928073993538,-223.025073861453
345,-928.2522268575524,654.7385870457131,-241.31405455590732
346,-1000.6968700792406,617.4116967332841,-226.7676350116522
347,-1230.1471935290501,555.5699627275159,-199.20004483826654
348,-1090.305359492748,589.5092135408826,-212.91047672499576
349,-966.7616797439558,608.1471174362434,-191.54884031120395
350,-838.9857198707223,619.5007331706865,-183.98078648475004
351,-848.829877130083,642.0516360696496,-211.98264431482255
352,-826.1292387761948,609.6927812336934,-193.53396669345238
353,-830.4473719876007,632.9208263472781,-190.39476958004488
354,-792.9660530529243,575.5032909626448,-230.273356589698
355,-819.3300646074508,609.4125667572403,-236.742318151598
356,-768.2704394205251,579.2115579351705,-227.1536361983281
357,-766.6683998142736,571.5470145999898,-245.1423547851747
358,-884.3267736623645,607.1811564784794,-232.8372042772108
359,-1215.9807935366834,623.3909061760385,-233.7123207635312
360,-1284.2488332790635,639.8090322126324,-234.28761503356606
361,-995.2480052168191,622.9638842492113,-227.77612267567682
362,-1235.9418614149736,644.8653015292441,-238.82240995485748
363,-934.5976293329971,588.9722871428553,-270.49695634870466
364,-1265.0804907435083,576.3103138087235,-201.96664248021133
365,-1177.746673665912,555.8796059680864,-240.2615086565282
366,-1404.3557159750337,560.2254496128844,-253.57879604290625
367,-1107.7279882617518,480.9662043199013,-287.6122130957716
368,-1298.3631756056882,522.3216641012334,-243.1125299048246
369,-1226.8398410176596,545.7466733962459,-258.27070760741293
370,-1174.13191335835,528.5986725107662,-251.04630208300915
371,-1206.3100876061358,547.0063995712136,-260.14904913658836
372,-1374.5190360047936,498.90925726925775,-245.16534897158215
373,-1545.2507309376572,478.2840196438389,-252.98957096384504
374,-1411.9472851403646,509.29758191961946,-262.9980304364858
375,-1583.0690301129089,534.433020801094,-250.08409487034504
376,-1688.0840563285844,546.7257323617687,-308.3214372518859
377,-1759.0018998245662,531.8857941598957,-280.01854965803255
378,-1747.4998984405945,489.3947441257016,-242.29983794767077
379,-1650.9046798045233,434.59567635806627,-244.73704850876157
380,-1389.2583585495452,422.1988471973413,-298.98317087543495
381,-1814.2560313701258,420.96878352052096,-331.3657602051839
382,-1683.8714502949626,449.27898207482735,-353.09850979619813
383,-1550.8538113050895,482.5968724466258,-351.74185234996787
384,-1479.030441452782,459.1246336780958,-311.84031712001166
385,-1307.071789375907,460.05181128306486,-311.18945653334725
386,-1423.2755976876924,413.1063615889307,-291.2663191586563
387,-1393.813069680438,467.7945769411319,-306.0824167983083
388,-1746.3384192019291,466.24280946325695,-335.0618115863532
389,-1611.704999089897,457.18935587914825,-322.6124398422456
390,-1709.602310711585,392.9819018927963,-298.59598649225313
391,-1801.5206391301758,422.62586900825426,-324.6689849959143
392,-1700.9002184938108,408.6641068661465,-296.2384899401633
393,-1648.5538647102603,449.40715960938564,-194.3430538532472
394,-1573.1925813486093,484.5356178404127,-355.61767402319686
395,-1601.3880875604154,495.64990490835544,-336.53755625245253
396,-1813.6837032852352,425.4023852816434,-373.7711948432294
397,-1514.9957649627424,393.61548771012286,-340.1461785953931
398,-1681.8567282933911,360.1294817244605,-292.54595205343855
399,-1492.9485089400255,416.6632043846803,-361.2450904788776
400,-1545.5244639827845,446.17035157950676,-302.97021553884144
401,-1265.5182656320953,423.83524347602975,-352.7250504789786
402,-1326.3788837579864,417.32395078327914,-334.5938246121553
403,-1355.6827786527747,332.0334337162318,-321.7413322874764
404,-1330.004473984639,295.29096640766244,-337.3524071713656
405,-1182.2564071240379,329.78084523967067,-288.00032705048574
406,-1558.6940784556787,303.2853358905933,-235.37384997680053
407,-1401.089611929305,352.0331698463369,-356.68550991987706
408,-1544.9905388915809,325.3687032310159,-334.0952742226051
409,-1343.5509395653346,386.78844686589986,-345.6104451494023
410,-1454.4207610591295,341.1137229386506,-309.3421905156031
411,-1422.3114805790033,377.00131933938167,-303.746432780919
412,-1616.3871629598725,415.23517849844626,-324.59758926618736
413,-1832.339363833271,419.92846308432513,-286.1670386422183
414,-1671.1937970645067,357.8689274227977,-343.27036888299637
415,-1776.7042811734257,362.1933677228556,-341.1252172933119
416,-1723.7479704744878,374.31084794408326,-312.438149224625
417,-1882.3424752823428,398.72614511411604,-354.34268125749287
418,-1472.8816394084922,382.7775163648907,-395.450168303892
419,-1654.556010083202,361.5353441857065,-360.4184082807244
420,-1814.3404072450635,396.0200650951031,-339.23128723264466
421,-1712.643496661196,437.97935864088544,-268.0576438501745
422,-1534.430047248266,456.05688343055203,-294.5260456712306
423,-1817.5256627988715,450.6908553788555,-274.7484757468673
424,-1782.3389870201888,407.9936473035274,-319.1995479658867
425,-1966.6977814185052,392.8330914530548,-308.8210112192442
426,-1881.0432883281803,377.2514263275911,-321.3310163610934
427,-1640.8045656062511,387.50994749027524,-337.38885104422775
428,-1593.7366183613397,312.42794380556927,-300.18876233017306
429,-1831.5659588120727,337.0739873158079,-284.8789456266633
430,-1727.6012625915528,326.33794407982174,-341.7804151913903
431,-1824.0568227560707,329.5130018373934,-332.68818780687707
432,-1609.6495547738473,278.61797656689106,-310.47892523800766
433,-1839.6370719751233,277.1789571573382,-318.7278834607805
434,-1497.7699682369573,245.52619855566329,-373.42464185858637
435,-1824.3415689792157,285.61385281886095,-360.9034162574255
436,-1840.1263436048514,209.43460756633908,-282.92820098521634
437,-1817.6933345340476,248.369924960976,-238.7712571611764
438,-1681.4359756541824,240.14885670990972,-283.2197024273913
439,-1678.2987198927253,285.6489753253788,-277.0954983831016
440,-1730.8986184200821,274.74224380000675,-279.68400282019877
441,-1727.46724017669,230.55705624710077,-272.47011045131563
442,-1698.838505027771,265.751098769635,-249.0449605988093
443,-1760.6040802787504,201.3124490206921,-272.31797622661327
444,-1704.027108538609,238.94210842583192,-305.06177470730375
445,-1789.147609379888,262.8001592330215,-287.1353978691793
446,-1826.539453390769,242.34454145982144,-303.8833168709166
447,-2142.185257574506,176.81667295205946,-250.60710013579552
448,-1945.8957514792487,202.3086920960913,-237.9879432841923
449,-2030.0768155254366,225.74741392497808,-230.7820256467759
450,-1848.4475241557677,268.72170159098135,-246.09458727490514
451,-1805.455815529576,205.26356916242784,-298.5114816298948
452,-2048.256836550656,207.91790393562263,-293.665246382074
453,-1905.9994410335464,215.58082878769875,-253.25208422792403
454,-2139.948623992963,237.58833282285667,-269.5067827390665
455,-1915.6043979018107,160.0888136009491,-330.06377386097984
456,-1940.6405748454526,167.97105378140589,-299.1485727868199
457,-2129.091948735538,223.0617132289498,-216.11699906267938
458,-2206.447283105284,240.5843441834436,-308.5634034000881
459,-2165.2303778687988,270.6699861330087,-360.78545403018654
460,-2246.5981003218376,330.2810665834169,-294.0872583615373
461,-1965.2646960971585,262.505020272243,-308.202799569988
462,-1976.065335789709,271.98905185880506,-318.4540614857637
463,-1896.293535279263,301.82841709979186,-306.6859425655176
464,-2047.6557434106187,275.29754290763316,-286.30453814425533
465,-2055.626232134708,272.46566407157474,-285.1232183770417
466,-1950.8065730585186,209.18921688483,-336.233380667683
467,-1914.485034146594,231.2102725670507,-345.2250234816659
468,-2066.628410282707,227.21955493709055,-315.2735591211995
469,-2046.6127549083537,243.66602789559036,-286.99205616140205
470,-2177.6216584955832,267.9138182685993,-289.32524033470787
471,-2248.2778506795394,242.38170384417975,-322.9207930944977
472,-2105.1242239289813,210.53330651258625,-284.00824220751105
473,-2084.637322030808,233.7399516376388,-297.11990476464507
474,-2125.176555990516,160.12945489340993,-335.0433238383412
475,-2157.541089272661,201.73947626848005,-258.6475208456852
476,-2271.406111535031,205.06368721615786,-274.8534550213967
477,-2365.9632872661405,174.3991744805347,-275.31671924270205
478,-2297.596135630817,126.32806967385909,-273.52979987104055
479,-2086.3137924176285,124.8179822792478,-296.4306965429498
480,-2166.072807932694,154.22500502911944,-262.6866314105784
481,-2289.9681457113356,152.44678018843334,-290.7963333697283
482,-2416.3287978623553,219.2676317213773,-313.33370126420897
483,-2211.4770716725902,180.6034251449112,-305.424085743669
484,-2188.477767511257,155.90923164381365,-324.7772629920828
485,-2245.3531285527924,164.02588372580502,-250.48085780255875
486,-2315.3890787492505,179.14694433060168,-295.8628852558564
487,-2200.0187810628913,107.19322330868317,-185.14609034199816
488,-2084.888133211176,133.50068882364067,-262.8451435774424
489,-1868.4506866857816,116.7280214965537,-175.0527716159664
490,-2246.7182519848943,168.04762308936463,-179.50716823102084
491,-2409.8576404177466,208.81282601089276,-208.08125315595618
492,-2576.9868725843585,173.20391997411969,-200.4864048096235
493,-2491.926582182871,133.87869173334101,-276.66980418965255
494,-2449.2184366406755,175.45522611756516,-252.35247170354006
495,-2413.603511196537,174.24566928562967,-259.8020026463616
496,-2564.91791913382,167.10242761042008,-236.73924013022025
497,-2260.789862134909,194.08045461125218,-240.66481859353746
498,-2425.7023501549565,171.86865589971978,-317.6059880697267
499,-2127.7957406319756,247.41076154136363,-360.6740290349562
500,-2278.0277279787056,225.67621693918815,-349.9271869137032
501,-2165.6842689739533,207.26109311130017,-297.22328924217504
502,-2218.587088129041,184.89839440319656,-388.4020342782577
