15110.610259741907,-956.5835132356005,-351.75647424042603
15098.762340304183,-955.6249935470798,-353.96111472905415
15094.931321508599,-956.2400303973343,-354.92238730518636
15088.273105497576,-956.096799077009,-356.43172434223544
15012.235321333894,-945.171717135842,-378.6380163179145
14937.513193406561,-926.3269116719499,-370.67482694734895
14933.743785524113,-921.7571919458751,-369.6054729001254
14826.327609942693,-899.1357556131588,-367.18884596056375
14823.050834971038,-897.9949689905635,-372.99351259745555
14809.362129145311,-889.60823925333,-372.06631800001287
14774.133413961097,-882.9494298771048,-372.9071040442227
14693.27184483733,-883.1061643465764,-368.0012051582778
14683.116726423694,-877.7605148941407,-365.32349779969695
14671.656215447427,-874.8523813059224,-365.40876980995614
14565.162365054684,-846.3117477157055,-375.06578041839794
14503.882392701273,-846.523379088878,-365.56063425308
14488.705118001188,-845.4563301890435,-366.3219609600916
14481.233056702551,-841.8043310484762,-365.12829638858545
14316.98719475562,-816.4389838339392,-372.71128473741703
14278.521056823727,-819.9554863437659,-375.31633588165096
14278.060033655884,-809.3592765734277,-370.1907654370063
14247.526563915078,-789.9625645560915,-370.2682922138464
14221.491556717996,-790.4308218787394,-372.08167731923845
14136.926705305754,-763.6833524428184,-358.64634690265035
14059.427142793853,-741.2779722882855,-349.9176892044521
14067.02449025356,-734.8975071377982,-349.5233549658311
13973.753667683315,-718.868737207749,-350.1389240490537
14028.284708620793,-722.9141261528727,-350.2028877157798
13828.63841996682,-705.6337033328832,-327.92951262871725
13812.366583054474,-705.1225448697699,-328.91842720485846
13706.889096542347,-692.6164667578172,-333.58829835949155
13633.42597370356,-680.8009046840432,-327.2403367885734
13613.3445528976,-680.0971736519176,-331.6661812984603
13571.983008821131,-670.7809596869113,-328.1715235778711
13542.342132038948,-646.5981148468791,-325.83202959169125
13490.636031787537,-643.971141524891,-320.02918919713176
13432.363233375701,-609.6286284444092,-314.0656923773966
13324.152123857204,-598.1585337772891,-305.57551251679314
13390.416181268509,-615.276997551525,-311.43336219619266
13274.473565433389,-574.5564047322036,-316.66754628285406
13288.999605480916,-575.1147572751837,-313.46755492674674
13180.033983894651,-571.6113502129571,-316.3292100056201
13232.59068118007,-574.5552542100407,-297.55778908078514
13128.00384150375,-553.8647095526098,-314.52537505960464
12886.424058268125,-506.49512268958017,-317.3477065242116
12881.756112291907,-509.0599382310734,-319.6331807286105
12758.246301592588,-525.2066301419518,-308.8539201151883
12712.846948333372,-539.8333826914716,-318.66281931508547
12602.858111863974,-505.7593174504686,-316.1002132710793
12636.804971044225,-496.7816590549544,-315.92679609348727
12647.61091678727,-493.0272937021335,-316.3968884257861
12419.603296538202,-467.96647589339887,-287.1199683607033
12225.760498303252,-430.1967229223392,-281.1362579969075
12273.195755126719,-429.8439619741929,-285.16091735987504
11990.200396857213,-369.23085026256337,-275.79761398734684
11890.36356233467,-339.3055726916729,-260.83727898469914
11846.235372293426,-351.4215956613343,-245.7387588251619
11812.449263727724,-338.6085490056898,-280.53067590328067
11782.874676530459,-333.33277898570776,-290.58499894257204
11786.20223288414,-321.8062362234113,-287.82534421873544
11681.705863535719,-296.0271046094663,-262.24733612104546
11541.607878912742,-252.82547888043453,-280.9413979156315
11453.78670763109,-239.8002151358107,-270.6614224275016
11393.112908172227,-183.65467002074743,-267.1906041711564
11330.737336538534,-177.99478623389092,-269.94684609306825
11089.253305889477,-142.0898428965112,-212.9341874099843
11024.101800011143,-119.99271899858545,-228.41949452960122
11038.718680976555,-95.18466043571998,-212.12229856904227
10939.762461200475,-96.85411263656059,-202.53042257922277
10766.280164462678,-54.77053542055563,-237.2255589561071
10769.025188517193,-66.1817917555693,-227.4597315737956
10807.057168319474,-68.90476529396261,-229.35657693099452
10559.75272581473,0.8058395413447426,-224.1313923929551
10177.22640204351,58.67529071653166,-205.22016200215458
9966.762201160773,65.5463199158256,-167.80237763396954
10095.27652723757,46.35240952938844,-179.98075050140682
10063.402624093997,55.888908222808794,-207.9747296541963
10145.762574238233,38.1193086184549,-201.87154569804315
9918.364584086943,87.55382241385604,-200.2446954633872
9679.7336908188,121.14452940863293,-212.7092935333319
9613.955333638694,163.60178925355024,-198.45641052096863
9565.403789592043,188.72886551814614,-215.306919313974
9327.163669709627,263.9882614369239,-199.6542438927823
9183.565942530222,311.096751008988,-167.65455818581785
9240.274089329227,314.51182419678486,-172.68039279649614
9097.228236258094,329.02146777751597,-178.85249334951195
8947.033906359855,333.4521364868506,-141.24529690258782
9018.320445290963,336.081040667496,-193.63472455320888
8834.051399356336,390.47781193131254,-193.66008165799448
8662.38114930252,425.67273282481545,-183.04366366982325
8827.470356541438,392.1358931402336,-174.02062282194558
8736.151568178335,398.59802194062746,-191.07503350643057
8753.926919567151,417.38066879337225,-201.73060669129583
8849.954709378979,443.002820748272,-242.6429359979494
8697.169595198004,455.6420760760277,-201.58964426079976
8534.327970357812,506.15639075757804,-248.18547624297523
8480.806773740262,501.81033153557314,-214.77492522788708
8504.263120818478,545.0144914305694,-223.22790559841852
8506.197770659383,511.08475092961453,-243.58744849036285
8392.114881312553,511.85416470198146,-250.23999170978522
8304.876898089997,517.1523779295641,-246.94181885388264
8218.350339322831,564.5510862744452,-233.98226926779392
8171.888713939143,611.1804334210759,-237.8985123962465
7966.240006066043,616.4465343057502,-251.17136788609258
7930.593731287566,652.252345531327,-240.66182403849248
7754.0875154580635,659.688540650437,-255.98244995131876
7763.791142519859,642.9582914275511,-221.0594136958968
7745.676698406505,660.8153019942324,-199.84374044712305
7870.426936536061,644.8571947584255,-224.09035569848837
7656.485175428307,694.6081215771253,-239.08261826358302
7677.252093153858,645.4993731417514,-231.70214718256926
7493.874228126416,667.1715493271345,-233.7084398792129
7633.228998751809,637.7540919327363,-257.2906098523525
7593.472381582324,656.6522492786411,-194.79161304944472
7337.517391031071,676.7802687242857,-223.15211838000695
7110.282116079906,707.5126527843645,-156.99458292851742
7246.575214186597,684.6272304805952,-138.51367781766191
7135.167355503691,692.0906695206689,-118.72755455527341
6844.61863134236,702.9459938986331,-114.79865505220468
6652.452786766947,760.2790815334424,-162.34181070667688
6637.780208222256,717.0525746227489,-189.14062468577464
6563.131732853964,756.9958446121518,-202.15084311439182
6579.134001418357,744.3735742164299,-160.34510048762087
6500.159203641059,766.1861059168996,-153.99662193690352
6378.897905979609,759.6330689773389,-153.12760484083373
6215.6415196396265,798.4129715212057,-165.9996093642616
6084.113087398049,801.1432030184338,-183.28975052596115
5995.0421479317565,776.7960881408578,-126.36383875214916
5912.331159576074,826.1635548561354,-127.9573402928931
5835.62701025759,847.8536108284488,-106.25920178929093
5760.311792630111,857.7999335306431,-115.82791692772622
5652.152051262526,832.1997170223651,-134.33654251783793
5582.122970683068,847.6701094792292,-128.322212822768
5253.2133495510125,862.8664622748439,-55.61160823511856
5124.824414749715,883.466682928169,-105.73657884658947
5069.271283233147,917.8175379452006,-101.56110994353878
4959.583520415715,918.0218998828849,-105.7082583938734
4758.6413999800925,925.0169056247053,-135.3392666492973
4915.745869301464,898.298283802282,-119.88742395996236
4792.470919117722,915.6936079591138,-94.02705584749343
4647.321334811831,960.328035599933,-92.5119796712293
4372.01660641829,996.6003665640347,-114.41836352879557
4149.624774698141,1022.7469835999989,-71.6126246217018
4179.907754792354,983.005187957816,-71.38457698649542
4173.281890012755,984.1335384547791,-112.24590376427194
4207.773576178365,959.986875703372,-91.70533013961953
4005.8774192736496,975.2177348372438,-100.65870542940145
4079.758338830681,995.1511334424943,-83.81979016556598
4072.171585575599,985.9407973108638,-85.9559332030303
4159.817147357708,937.7827339112672,-97.71194555923898
4092.6037674085587,958.3313284861191,-98.01981144715435
4102.152985527294,949.7414375801509,-59.47782421350502
3927.603806557518,990.2639258704795,-88.82263921288376
3815.8571173629484,1023.1798057971179,-126.69674756799692
3625.967394036344,1038.923355676641,-92.16694209115705
3619.1382455015773,1000.2005366118916,-56.85343778375505
3871.2178242378086,969.0299646023776,-79.52656064065361
3786.8945750463654,989.7071246131344,-100.22509016667263
3667.924010557639,1007.9737685678103,-85.18854778492879
3704.246256702547,992.3950949501302,-27.346277314239646
3843.7994094661335,971.3805975734128,-60.49720824584711
3752.1521115401642,992.2324200263799,-57.60753169135559
3608.691458999962,975.7112665344322,-73.88757859885493
3260.786630902527,1036.9741572855517,-28.30087647577359
3325.1921309832956,1022.8811769264131,-26.85956034546966
3282.8623336193464,1011.5584337409355,-47.6508251989732
3285.9194127603346,1000.8734965564807,-39.436992073972924
3341.011402943623,1044.0583906328775,-64.15169845995281
3365.9030761895906,1010.9961984553489,-24.053411588392816
3500.49322638283,1011.7656019021821,-31.79858873472396
3366.382487680957,1032.6767689223423,-25.31505668409639
